formula,Property band_gap,Property band_gap units,Property SMILES
Pr$_{2}$(SeO$_{3}$)$_{3}$,3.6441,eV/atom,
LaGe$_{3}$Ir,0.0,eV/atom,
TaMn$_{2}$O$_{3}$,0.0,eV/atom,
BaLi$_{2}$MnV$_{2}$O$_{8}$,2.7928999999999995,eV/atom,
Ba$_{2}$NdMoO$_{6}$,0.0,eV/atom,
Tm$_{2}$MgSe$_{4}$,1.4057000000000002,eV/atom,
Gd$_{3}$AlN,0.0,eV/atom,
Ba$_{5}$Al$_{2}$Ge$_{7}$,0.0,eV/atom,
LuTe,0,eV/atom,
Hg$_{6}$BiAs$_{4}$Cl$_{7}$,1.2948000000000002,eV/atom,
Ca$_{2}$VN$_{3}$,1.6547,eV/atom,
K$_{2}$Cu$_{3}$Ge$_{5}$O$_{14}$,0.48639999999999994,eV/atom,
UNi$_{2}$,0.0,eV/atom,
PdSCl,0.9784,eV/atom,
ThNi$_{2}$B$_{2}$C,0.0,eV/atom,
PrCrO$_{3}$,2.2775000000000003,eV/atom,
DySi$_{3}$Ir,0.0,eV/atom,
SbI$_{5}$F$_{6}$,0.939,eV/atom,
Dy$_{4}$(B$_{2}$O$_{5}$)$_{3}$,5.4521,eV/atom,
Gd$_{2}$Zr$_{2}$O$_{7}$,0.0,eV/atom,
ZnH$_{18}$Ru$_{2}$Br$_{7}$N$_{6}$,0.5591999999999999,eV/atom,
Bi$_{4}$RuBr$_{2}$,0.5303999999999998,eV/atom,
ErSnAu,0.0,eV/atom,
Nb$_{9}$As$_{7}$Pd,0,eV/atom,
Cu$_{4}$H$_{7}$SO$_{11}$,0.27849999999999997,eV/atom,
Lu(CrSi)$_{2}$,0.0,eV/atom,
AuC,0.0,eV/atom,
PH$_{11}$(NO$_{2}$)$_{2}$,5.3405,eV/atom,
Th(SiIr)$_{2}$,0.0,eV/atom,
CrH$_{10}$SNO$_{10}$,2.2767999999999997,eV/atom,
Ca$_{3}$PN,0.8045999999999998,eV/atom,
Li$_{2}$S,3.1532000000000004,eV/atom,
K$_{3}$AlB$_{8}$O$_{15}$,5.0001,eV/atom,
BeSiP$_{2}$,0.0,eV/atom,
Ag$_{2}$Te,0.0,eV/atom,
EuPPt,0.0,eV/atom,
FeF$_{3}$,3.1061,eV/atom,
Ru(N$_{3}$Cl)$_{2}$,0.0,eV/atom,
Li$_{3}$N,0.9840000000000001,eV/atom,
Zn$_{2}$PHO$_{5}$,3.0356,eV/atom,
GdAlGe,0.0,eV/atom,
CuH$_{4}$SeO$_{5}$,0.0,eV/atom,
SiO$_{2}$,5.6138,eV/atom,
ScMnO$_{3}$,0.8919000000000001,eV/atom,
Sr$_{2}$SnO$_{4}$,2.6454999999999997,eV/atom,
VInCuO$_{5}$,0.2070000000000003,eV/atom,
Ga$_{2}$Pt,0.0,eV/atom,
Ho(CrSi)$_{2}$,0.0,eV/atom,
AsIF$_{12}$,0.6263999999999998,eV/atom,
Si$_{2}$Ru,0.0,eV/atom,
B$_{3}$Ru$_{7}$,0.0,eV/atom,
YSb(PbO$_{3}$)$_{2}$,2.7769999999999992,eV/atom,
NaMnAs,0.0,eV/atom,
Sr$_{5}$Mo$_{2}$N$_{7}$,1.2120000000000002,eV/atom,
Na$_{5}$Li(PO$_{4}$)$_{2}$,4.3383,eV/atom,
Ca(ZnP)$_{2}$,0.875,eV/atom,
LaPt,0.0,eV/atom,
Fe$_{2}$SiO$_{4}$,2.6766,eV/atom,
Rb$_{4}$Au$_{6}$S$_{5}$,1.698,eV/atom,
V$_{2}$O$_{5}$,1.396,eV/atom,
CaAl$_{2}$O$_{4}$,4.3446,eV/atom,
LaCoC$_{2}$,0.060100000000000264,eV/atom,
PrLuO$_{3}$,4.8751999999999995,eV/atom,
Tb$_{2}$InGe$_{2}$,0.0,eV/atom,
PrAl$_{4}$,0.0,eV/atom,
Tb$_{3}$Se$_{4}$,0.0,eV/atom,
DyMn$_{2}$,0.0,eV/atom,
NaCa$_{2}$Al$_{4}$H$_{8}$C$_{4}$ClO$_{20}$,5.1711,eV/atom,
Ce$_{3}$S$_{3}$N,9.00000000000567E-4,eV/atom,
V$_{4}$Zn$_{5}$,0.0,eV/atom,
U(HO$_{2}$)$_{2}$,2.4873000000000003,eV/atom,
K$_{3}$As$_{7}$,1.4029000000000003,eV/atom,
Li$_{3}$H$_{6}$Ir,3.0495,eV/atom,
Th,0.0,eV/atom,
Pr$_{3}$(NiGe)$_{4}$,0.0,eV/atom,
SiH$_{3}$F,6.169499999999999,eV/atom,
La(SiRh)$_{2}$,0.0,eV/atom,
SmRhO$_{3}$,0.7336,eV/atom,
ErBRh$_{3}$,0.0,eV/atom,
Dy(BC)$_{2}$,0.0,eV/atom,
SrCuAs$_{2}$O$_{7}$,0.5214999999999999,eV/atom,
Ba$_{5}$Os$_{3}$ClO$_{15}$,0.6081000000000003,eV/atom,
AlTlF$_{4}$,4.2492,eV/atom,
FeH$_{4}$(CO$_{3}$)$_{2}$,2.5092,eV/atom,
EuHg$_{2}$,0.0,eV/atom,
Os$_{3}$C$_{10}$SO$_{10}$,2.8238000000000003,eV/atom,
Li$_{2}$GaIr,0.0,eV/atom,
Ce$_{2}$SiS$_{5}$,0.0,eV/atom,
NpAgSeO$_{5}$,0.3155000000000001,eV/atom,
Li$_{2}$N,0.0,eV/atom,
Pb$_{5}$(SI$_{3}$)$_{2}$,1.8132000000000001,eV/atom,
Hg$_{2}$Pt,0.0,eV/atom,
KV$_{2}$Fe(AgO$_{4}$)$_{2}$,1.9542000000000002,eV/atom,
Ho$_{2}$(Ni$_{2}$B)$_{5}$,0.048799999999999955,eV/atom,
V$_{2}$Cd(PO$_{5}$)$_{2}$,1.7502,eV/atom,
KAuCl$_{4}$,1.42,eV/atom,
CuAgTe$_{2}$,0.0,eV/atom,
TlAsPd$_{5}$,0.0,eV/atom,
Sb$_{2}$Te(SeF$_{5}$)$_{2}$,1.7292,eV/atom,
MoN,0.0,eV/atom,
Ca$_{4}$Cl$_{6}$O,5.2239,eV/atom,
Th$_{3}$Al$_{2}$,0.0,eV/atom,
Fe$_{2}$H$_{4}$O$_{2}$F$_{5}$,1.4287,eV/atom,
KNaSi$_{2}$O$_{5}$,4.2837,eV/atom,
P,0.0,eV/atom,[P]
In$_{9}$Ni$_{13}$,0.0,eV/atom,
Nd$_{3}$GaO$_{6}$,3.6475999999999997,eV/atom,
GdAgSe$_{2}$,0.9765999999999999,eV/atom,
Cs$_{2}$HgO$_{2}$,2.0688999999999997,eV/atom,
EuInPd,0.0,eV/atom,
NbPd$_{3}$,0.0,eV/atom,
HfB$_{4}$Ir$_{3}$,0.0,eV/atom,
ZrNiBi,0.0,eV/atom,
Zn$_{13}$Fe,0.0,eV/atom,
YP,0.0,eV/atom,
Sr$_{2}$HN,1.8070000000000002,eV/atom,
Sc$_{2}$Sb,0.0,eV/atom,
MgH$_{2}$,3.6284,eV/atom,
RbNb$_{2}$PS$_{10}$,1.5518,eV/atom,
Ce$_{2}$O$_{3}$,0.0,eV/atom,
KTb(PO$_{3}$)$_{4}$,5.319,eV/atom,
Dy$_{4}$CdCo,0.0,eV/atom,
EuPt$_{2}$,0.006999999999999673,eV/atom,
HfSn$_{2}$,0.0,eV/atom,
Tm$_{2}$SiO$_{5}$,4.591100000000001,eV/atom,
MnO$_{2}$,0.0,eV/atom,
KOsF$_{6}$,1.3684,eV/atom,
Sr$_{2}$ZrTiO$_{6}$,2.5093000000000005,eV/atom,
CdS$_{2}$,1.2312000000000003,eV/atom,
Cd$_{3}$N$_{2}$,0.0,eV/atom,
BaAg$_{2}$,0.0,eV/atom,
La$_{2}$Al$_{3}$Ge$_{4}$,0.0,eV/atom,
KH(IO$_{3}$)$_{2}$,3.508,eV/atom,
TiSiRu,0.0,eV/atom,
Pr,0.0,eV/atom,
CuP$_{2}$(H$_{2}$O$_{3}$)$_{2}$,0.22870000000000001,eV/atom,[Cu+2].O=P([O-])O.O=P([O-])O
KB$_{5}$O$_{8}$,4.2839,eV/atom,
PrF$_{3}$,7.5968,eV/atom,
KCaF$_{3}$,6.1391,eV/atom,
SiO$_{2}$,5.5448,eV/atom,
ZnH$_{6}$C$_{2}$(SO$_{3}$)$_{2}$,3.7385999999999995,eV/atom,[Zn+2].O=S([O-])CO.O=S([O-])CO
KLi(PO$_{3}$)$_{2}$,5.4798,eV/atom,
TmMnO$_{3}$,0.0,eV/atom,
BaFeF$_{5}$,3.7032,eV/atom,
HBr,2.4347000000000003,eV/atom,Br
BaMnV$_{2}$(AgO$_{4}$)$_{2}$,2.3708,eV/atom,
BaMg$_{4}$Ge$_{3}$,0.0,eV/atom,
LiH$_{2}$BrO$_{5}$,1.8113000000000001,eV/atom,
Co$_{3}$(SnS)$_{2}$,0.0,eV/atom,
AgHgSI,1.1391000000000002,eV/atom,
Cs$_{3}$HgI$_{5}$,2.1471999999999998,eV/atom,
Zr$_{3}$Fe,0.0,eV/atom,
TiMo,0.0,eV/atom,
CdPdF$_{6}$,1.7751000000000001,eV/atom,
Al$_{2}$SiO$_{5}$,4.992799999999999,eV/atom,
B$_{2}$AsP,1.0622999999999996,eV/atom,
BaCu$_{2}$SnSe$_{4}$,0.4240999999999997,eV/atom,
Na$_{4}$Si$_{23}$,0.0,eV/atom,
Li$_{2}$PdO$_{2}$,1.1824999999999999,eV/atom,
C,0.7132000000000001,eV/atom,
CsNb$_{3}$SBr$_{7}$,0.0040000000000000036,eV/atom,
HoCd,0.0,eV/atom,
MgSiO$_{3}$,4.6484,eV/atom,
SmGaNi,0.0,eV/atom,
GdRuC$_{2}$,0.0,eV/atom,
ZrCl$_{3}$,0.0,eV/atom,
Yb$_{5}$Pb$_{3}$,0.0,eV/atom,
Au$_{3}$F$_{8}$,0.546,eV/atom,
CdI$_{2}$,2.3508,eV/atom,
NbFe$_{2}$,0.0,eV/atom,
Si$_{3}$NiP$_{4}$,0.3308,eV/atom,
CaZn$_{2}$(PO$_{4}$)$_{2}$,3.7871999999999995,eV/atom,
YBi$_{2}$ClO$_{4}$,1.3088000000000002,eV/atom,
MnSb,0.0,eV/atom,
Ba(ClO$_{3}$)$_{2}$,5.268700000000001,eV/atom,
KCO$_{2}$,2.7324,eV/atom,
ErAu$_{3}$,0.0,eV/atom,
Na$_{2}$UO$_{4}$,2.0224,eV/atom,
CaCO$_{3}$,4.9539,eV/atom,
Ge,0.06099999999999994,eV/atom,
LiAlO$_{2}$,6.1183000000000005,eV/atom,
Si$_{5}$Pt$_{12}$,0.0,eV/atom,
Cd(AuF$_{4}$)$_{2}$,1.7605,eV/atom,
DyNi$_{5}$,0.0,eV/atom,
BaF$_{2}$,6.5953,eV/atom,
AsPdSe,0.0,eV/atom,
La$_{3}$InC,0.0,eV/atom,
Ba$_{3}$NaRu$_{2}$O$_{9}$,0.0,eV/atom,
Ag$_{3}$BO$_{3}$,0.0,eV/atom,
BSBr,3.6239,eV/atom,
K$_{5}$(CN$_{2}$)$_{3}$,0.0,eV/atom,
SiO$_{2}$,3.6950000000000003,eV/atom,
CeAl$_{4}$,0.0,eV/atom,
K$_{3}$Na(SeO$_{4}$)$_{2}$,3.5517,eV/atom,
KAg(CN)$_{2}$,3.0962,eV/atom,
ZrBe$_{5}$,0.0,eV/atom,
SmHg$_{2}$,0.0,eV/atom,
SrV$_{2}$(NiO$_{4}$)$_{2}$,2.7904999999999998,eV/atom,
HgCl$_{2}$,3.5137,eV/atom,
Gd(SiNi)$_{2}$,0.03000000000000025,eV/atom,
K$_{4}$Sn(TeSe)$_{2}$,1.5606,eV/atom,
Cr$_{2}$GaC,0.0,eV/atom,
Ni$_{3}$B$_{7}$IO$_{13}$,2.3700000000000006,eV/atom,
Fe(SbO$_{2}$)$_{2}$,0.15559999999999974,eV/atom,
Sr$_{3}$ZnRhO$_{6}$,0,eV/atom,
Tb$_{5}$Tl$_{3}$,0.0,eV/atom,
TiCo$_{2}$Ge,0.0,eV/atom,
Ba(Cu$_{2}$As)$_{4}$,0.0,eV/atom,
ZrCu,0.0,eV/atom,
CaSe,2.0802000000000005,eV/atom,
Th(MnGe)$_{2}$,0.0,eV/atom,
BaFe$_{12}$O$_{19}$,1.2163,eV/atom,
LiOsO$_{3}$,0.0,eV/atom,
GdZnAsO,0.6312000000000002,eV/atom,
Zn(GaS$_{2}$)$_{2}$,1.9242000000000004,eV/atom,
BaNaP$_{3}$(HO$_{2}$)$_{6}$,5.144299999999999,eV/atom,
Li$_{6}$Ge$_{2}$O$_{7}$,3.8132,eV/atom,
KYb$_{3}$F$_{10}$,0.0,eV/atom,
Yb$_{19}$(Mg$_{4}$H$_{27}$)$_{2}$,2.7756000000000003,eV/atom,
Nb$_{2}$SiTe$_{4}$,0.33940000000000037,eV/atom,
Ba$_{2}$LiSi$_{3}$,0.09229999999999983,eV/atom,
CoSO$_{5}$,0.0,eV/atom,
La$_{3}$C$_{2}$I$_{3}$,0.1368999999999998,eV/atom,
TeP$_{2}$H$_{16}$N$_{2}$O$_{13}$,3.7525,eV/atom,
GdH$_{2}$ClO$_{2}$,2.9676,eV/atom,
TlBS$_{3}$,1.7904000000000004,eV/atom,
NdZnPd,0.0,eV/atom,
FeAgO$_{2}$,1.1656999999999997,eV/atom,
LaMg(BO$_{2}$)$_{5}$,4.7440999999999995,eV/atom,
AgCNO,0.0,eV/atom,
Rb$_{5}$Ti$_{6}$AgSe$_{27}$,0.5599000000000001,eV/atom,
TbSF,1.2587000000000002,eV/atom,
YbV$_{4}$O$_{8}$,0.8266999999999998,eV/atom,
CoMoP$_{2}$,0.0,eV/atom,
AsCF$_{3}$,3.3193,eV/atom,
Na$_{6}$CoS$_{4}$,0.42700000000000005,eV/atom,
Y$_{2}$CrS$_{4}$,0.0,eV/atom,
Tb(PRu)$_{2}$,0.0,eV/atom,
SeS$_{4}$N$_{3}$Cl$_{5}$,2.336,eV/atom,
ErNi$_{3}$Ge$_{2}$,0.0,eV/atom,
YbP$_{5}$O$_{14}$,0.0,eV/atom,
K$_{2}$Mo$_{4}$O$_{13}$,3.1281,eV/atom,
CsAgPSe$_{3}$,1.4265999999999999,eV/atom,
V$_{3}$Sn,0.0,eV/atom,
PuOF,0.0,eV/atom,
HoGeRu,0.0,eV/atom,
Ca$_{4}$Al$_{2}$H$_{22}$CO$_{20}$,4.5634,eV/atom,
Mg$_{2}$As$_{2}$O$_{7}$,3.0403000000000002,eV/atom,
BaP$_{2}$(HO)$_{4}$,5.2848,eV/atom,[Ba+2].O=P([O-])(O)O.O=P([O-])(O)O
Eu(ZnGe)$_{2}$,0.0,eV/atom,
Ba$_{5}$Pb$_{3}$,0.0,eV/atom,
BaSm$_{2}$CoO$_{5}$,1.5058000000000002,eV/atom,
BaHBrO,4.2077,eV/atom,
S,0.0,eV/atom,
SmCuTeS,0.09370000000000012,eV/atom,
Ce$_{3}$NbS$_{3}$O$_{4}$,0.0,eV/atom,
Si(AgO)$_{4}$,0.6680999999999999,eV/atom,
CaMgV$_{2}$O$_{7}$,2.7162,eV/atom,
Ho$_{4}$Ga$_{16}$Co$_{3}$,0.0,eV/atom,
B$_{4}$Mo,0.0,eV/atom,
Cs$_{3}$GeF$_{7}$,4.3869,eV/atom,
Cs$_{2}$TlCl$_{5}$,1.9854000000000003,eV/atom,
YbInAu$_{2}$,0.0,eV/atom,
PrVO$_{3}$,0.0,eV/atom,
NbSe$_{2}$,0.0,eV/atom,
YSnPt,0.0,eV/atom,
Ba$_{7}$(ClF$_{6}$)$_{2}$,6.0482,eV/atom,
Mn$_{2}$V$_{2}$O$_{7}$,1.4567999999999999,eV/atom,
Nd$_{5}$(Mo$_{16}$O$_{27}$)$_{2}$,0.03599999999999959,eV/atom,
Cu$_{6}$PbO$_{8}$,0.0,eV/atom,
NbSiAs,0.0,eV/atom,
LiC$_{2}$S$_{2}$N(O$_{2}$F$_{3}$)$_{2}$,5.9283,eV/atom,[Li+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
YSbMo$_{2}$O$_{9}$,3.2023,eV/atom,
K$_{3}$(Na$_{13}$In$_{24}$)$_{2}$,0.0,eV/atom,
Ta$_{2}$CuO$_{6}$,0.0,eV/atom,
CsHSO$_{3}$,5.8302000000000005,eV/atom,
BaBe$_{2}$(BO$_{3}$)$_{2}$,5.599600000000001,eV/atom,
Sr$_{4}$Fe$_{4}$O$_{11}$,0.0,eV/atom,
La$_{4}$As$_{3}$,0.0,eV/atom,
VZn$_{2}$HO$_{5}$,2.7972,eV/atom,
Tl$_{2}$GeS$_{3}$,1.7699000000000003,eV/atom,
Sr$_{2}$NiOsO$_{6}$,0.0,eV/atom,
Rb$_{3}$Zn(BO$_{2}$)$_{5}$,4.1752,eV/atom,
FeSnH$_{12}$(OF)$_{6}$,2.0402,eV/atom,
GdC$_{2}$,0.0,eV/atom,
Lu(CuSn)$_{2}$,0.0,eV/atom,
AlCu,0.0,eV/atom,
H$_{13}$Se$_{2}$N$_{3}$O$_{8}$,3.5427999999999997,eV/atom,
Pb,0.0,eV/atom,
Th$_{2}$BiN$_{2}$,0.0,eV/atom,
SmMn$_{2}$,0.0,eV/atom,
U(AlC)$_{3}$,0.0,eV/atom,
Ta,0.0,eV/atom,
Nd(CoGe)$_{2}$,0.0,eV/atom,
SrZn$_{11}$,0.0,eV/atom,
Tm$_{5}$(Ge$_{5}$Rh$_{2}$)$_{2}$,0.0,eV/atom,
YZn$_{2}$,0.0,eV/atom,
Cu$_{4}$SiP$_{8}$,1.2078000000000007,eV/atom,
BN,3.5766,eV/atom,
Li$_{2}$Mn$_{3}$ZnO$_{8}$,1.5421,eV/atom,
CoSbS,0.6151,eV/atom,
B$_{3}$H$_{7}$CO,4.0448,eV/atom,
LiMgH$_{3}$,4.0494,eV/atom,
SnPS$_{3}$,1.1710999999999996,eV/atom,
V$_{2}$GeC,0.0,eV/atom,
NaScP$_{2}$(HO$_{4}$)$_{2}$,4.8819,eV/atom,
Sr$_{2}$CrO$_{4}$,1.9682999999999997,eV/atom,
Tm(CuGe)$_{2}$,0.0,eV/atom,
FeB$_{2}$,0.4296999999999995,eV/atom,
SiMoP$_{3}$O$_{11}$,4.337300000000001,eV/atom,
Al$_{2}$CoO$_{4}$,3.0024000000000006,eV/atom,
Ce$_{4}$(GeS$_{4}$)$_{3}$,0.0,eV/atom,
NaAlF$_{4}$,5.776199999999999,eV/atom,
H$_{3}$SNO$_{3}$,5.1885,eV/atom,O=S(=O)(O)N
Cs(CoS)$_{2}$,0.0,eV/atom,
Pr$_{6}$Fe$_{13}$Pb,0.0,eV/atom,
USbRh,0.0,eV/atom,
Nd$_{2}$Fe$_{23}$B$_{3}$,0.0,eV/atom,
Ca$_{2}$ZnSi$_{2}$O$_{7}$,4.0553,eV/atom,
VFeSb,0.3487,eV/atom,
Pr$_{2}$S$_{3}$,0.7774999999999999,eV/atom,
ScRh,0.0,eV/atom,
ReGe$_{2}$,0.0,eV/atom,
Fe$_{3}$Ni,0.0,eV/atom,
CsAg(BH)$_{10}$,3.9226,eV/atom,
ScH$_{24}$C$_{3}$S$_{3}$(N$_{3}$O$_{5}$)$_{3}$,4.3525,eV/atom,
CeGe$_{3}$Ir,0.0,eV/atom,
Dy$_{3}$Ge$_{5}$,0.0,eV/atom,
Na$_{2}$Ca(SO$_{4}$)$_{2}$,5.4777000000000005,eV/atom,
Li$_{4}$H$_{4}$Rh,0.0,eV/atom,
SnCCl$_{3}$,0.0,eV/atom,
Tb$_{2}$Cr$_{2}$C$_{3}$,0.0,eV/atom,
Dy$_{3}$CuGeSe$_{7}$,1.1132,eV/atom,
Sr$_{3}$CuPtO$_{6}$,0.0,eV/atom,
PC$_{2}$N$_{3}$Cl$_{4}$,3.7460000000000004,eV/atom,ClC=1N=C(Cl)NP(Cl)(Cl)N1
Na$_{2}$Si$_{4}$NiO$_{10}$,3.3741,eV/atom,
K$_{2}$FeH$_{4}$(SO$_{5}$)$_{2}$,4.2547,eV/atom,
TmS$_{2}$,0.0,eV/atom,
LiEuH$_{3}$,0.0,eV/atom,
Nd(AlGe)$_{2}$,0.0,eV/atom,
GdZn,0.0,eV/atom,
TmPt$_{2}$,0.0,eV/atom,
MgH$_{8}$(NF$_{2}$)$_{2}$,5.9988,eV/atom,
CaTeO$_{3}$,2.9142,eV/atom,
HfGa$_{5}$Ni,0.0,eV/atom,
Gd$_{3}$GaO$_{6}$,2.9661,eV/atom,
KHg$_{2}$S(ClO)$_{3}$,2.6843,eV/atom,
Li$_{2}$O$_{2}$,1.6379,eV/atom,
RbDyS$_{2}$,2.3216,eV/atom,
UPt,0.0,eV/atom,
P$_{3}$Se$_{4}$I,1.6437000000000002,eV/atom,
HfTl$_{2}$Se$_{3}$,1.0045000000000002,eV/atom,
Ag$_{2}$MoO$_{4}$,1.8720999999999999,eV/atom,
WN$_{2}$,0.0,eV/atom,
La(SiNi)$_{2}$,0.0,eV/atom,
La$_{6}$Si$_{7}$Br$_{3}$,0.0,eV/atom,
Fe$_{3}$O$_{4}$,0.8744000000000001,eV/atom,
Sr(SbO$_{3}$)$_{2}$,2.779,eV/atom,
EuSiPt,0.0,eV/atom,
Al(HO)$_{3}$,4.9898,eV/atom,
USe$_{2}$,0.0,eV/atom,
DyIr$_{2}$,0.0,eV/atom,
Sr$_{2}$SmTa(CuO$_{4}$)$_{2}$,0.0,eV/atom,
NiO$_{2}$,1.7854,eV/atom,
Ba$_{5}$Sb$_{4}$,0.4347000000000003,eV/atom,
Sb(Mo$_{3}$S$_{4}$)$_{2}$,0.0,eV/atom,
Li$_{6}$Ca$_{12}$W$_{4}$N$_{16}$O$_{3}$,2.818,eV/atom,
La$_{3}$MnBi$_{5}$,0.0,eV/atom,
SnH$_{46}$C$_{18}$(Br$_{2}$N)$_{2}$,3.7146,eV/atom,
NdTl$_{3}$,0.0,eV/atom,
U$_{2}$Fe$_{2}$Sn,0.0,eV/atom,
NpTe,0.0,eV/atom,
GdMg$_{2}$,0.0,eV/atom,
Sc$_{3}$Fe$_{2}$Si$_{3}$,0.0,eV/atom,
FeSe,0.0,eV/atom,
RbAlAs$_{2}$O$_{7}$,3.0092,eV/atom,
Nd$_{2}$CdCu$_{2}$,0.0,eV/atom,
SmPd$_{3}$,0.0,eV/atom,
Cs$_{2}$HfI$_{6}$,2.2062,eV/atom,
Al$_{3}$Pb$_{5}$F$_{19}$,4.815,eV/atom,
BaUTiO$_{6}$,1.9643000000000002,eV/atom,
Pr$_{6}$Ti$_{2}$S$_{7}$O$_{6}$,1.1657000000000002,eV/atom,
Pu$_{2}$InRh$_{2}$,0.0,eV/atom,
LiMg$_{2}$Ge,0.0,eV/atom,
NO$_{2}$,2.6914,eV/atom,
CN$_{2}$,4.6339999999999995,eV/atom,
Ca(BH$_{4}$)$_{2}$,5.0920000000000005,eV/atom,
Dy$_{3}$Pd$_{4}$,0.0,eV/atom,
Co$_{7}$W$_{6}$,0.0,eV/atom,
Na$_{2}$IrO$_{3}$,0.0,eV/atom,
KAlSiO$_{4}$,4.5482,eV/atom,
Co$_{4}$Sn(CO)$_{16}$,2.1266,eV/atom,
Sm$_{3}$Ga,0.0,eV/atom,
Ni(NO$_{3}$)$_{2}$,3.395,eV/atom,
Er(SiNi)$_{2}$,0.0,eV/atom,
V$_{2}$O$_{5}$,2.161,eV/atom,
Zr$_{2}$Fe,0.0,eV/atom,
In$_{3}$Ru,0.20979999999999954,eV/atom,
Ba(AsO$_{3}$)$_{2}$,2.7592,eV/atom,
Cu$_{3}$N$_{4}$Cl$_{4}$O,0.0,eV/atom,
Hg$_{6}$Cl$_{3}$O$_{2}$,0.0,eV/atom,
La$_{3}$(B$_{3}$Ru$_{4}$)$_{2}$,0.0,eV/atom,
KFeF$_{3}$,2.907,eV/atom,
TbRh,0.0,eV/atom,
Cd(PO$_{3}$)$_{2}$,4.0085999999999995,eV/atom,
TiNi,0.0,eV/atom,
MgHg$_{2}$,0.0,eV/atom,
Cu$_{2}$Bi$_{8}$Pb$_{2}$S$_{15}$,0.6154000000000002,eV/atom,
Al$_{5}$C$_{3}$N,0.8357000000000001,eV/atom,
LiFeHSO$_{5}$,3.9755000000000003,eV/atom,
MgO,2.2549,eV/atom,
BaUS$_{3}$,0.0,eV/atom,
BaSr$_{3}$O$_{4}$,2.5111,eV/atom,
DyGa,0.0,eV/atom,
Ru$_{4}$C$_{14}$O$_{13}$,1.9679,eV/atom,
BaCa(GaO$_{2}$)$_{4}$,3.0641999999999996,eV/atom,
Ba$_{2}$EuNbO$_{6}$,0,eV/atom,
ThNF,2.2611,eV/atom,
KAg$_{3}$Se$_{2}$,0.006599999999999939,eV/atom,
AlH$_{4}$NF$_{4}$,6.8114,eV/atom,
NdMg$_{2}$Cu$_{9}$,0.0,eV/atom,
Rb$_{2}$TeBr$_{6}$,2.0549,eV/atom,
Sc$_{5}$As$_{3}$,0.0,eV/atom,
SiO$_{2}$,5.7315000000000005,eV/atom,
ZnH$_{10}$C$_{4}$(N$_{2}$O$_{3}$)$_{2}$,4.5822,eV/atom,
SnH$_{4}$,0.0,eV/atom,
FeBi$_{3}$(MoO$_{6}$)$_{2}$,2.5911,eV/atom,
N$_{2}$,7.340999999999999,eV/atom,
U(SiAu)$_{2}$,0.0,eV/atom,
CrInO$_{3}$,1.4046000000000003,eV/atom,
LiH$_{5}$S(NO$_{2}$)$_{2}$,5.4792,eV/atom,[Li+].O=S(=O)([O-])[O-].N[NH3+]
Na$_{2}$U(MoO$_{5}$)$_{2}$,2.2616,eV/atom,
Fe$_{2}$CoSe$_{4}$,0.0,eV/atom,
Na$_{2}$CdSnS$_{4}$,1.9195999999999998,eV/atom,
TmPd$_{3}$,0.0,eV/atom,
Cu$_{2}$H$_{10}$C$_{6}$S$_{3}$N$_{4}$,2.7198,eV/atom,
Sr$_{8}$Co$_{8}$O$_{23}$,0.0,eV/atom,
Pr$_{3}$Si$_{2}$,0.0,eV/atom,
Ba$_{9}$(TaN$_{6}$)$_{2}$,1.2429000000000001,eV/atom,
Rb$_{3}$AsSe$_{16}$,0.9102999999999999,eV/atom,
Cr$_{2}$FeO$_{4}$,2.4600000000000004,eV/atom,
Ba$_{2}$(Ni$_{3}$B$_{2}$)$_{3}$,0.0,eV/atom,
Pr$_{3}$RuCl$_{3}$,0.0,eV/atom,
Nd(GeRh)$_{2}$,0.0,eV/atom,
CaB$_{3}$H$_{3}$O$_{7}$,5.7435,eV/atom,
TlSnF$_{7}$,1.8252,eV/atom,
Ba$_{4}$Ti$_{12}$O$_{27}$,0.0,eV/atom,
CeO,0.0,eV/atom,
TaN,0.0,eV/atom,
Rb$_{3}$AgSn$_{3}$Se$_{8}$,1.1725,eV/atom,
Co$_{2}$(SnTe)$_{3}$,0.41710000000000047,eV/atom,
Nb$_{3}$Pt,0.0,eV/atom,
Tb$_{4}$Si$_{2}$S$_{3}$O$_{7}$,2.6064999999999996,eV/atom,
UAl$_{2}$Pd$_{5}$,0.0,eV/atom,
NaPr$_{2}$OsO$_{6}$,0.0,eV/atom,
TmAu$_{2}$,0.0,eV/atom,
CaH$_{4}$SO$_{6}$,5.6879,eV/atom,
YCuO$_{2}$,2.6307,eV/atom,
MnCo(BiO$_{3}$)$_{2}$,0.8408999999999995,eV/atom,
Hf$_{2}$Ge,0.0,eV/atom,
CuH$_{11}$C$_{5}$NO$_{6}$,0.7047,eV/atom,
Tb(AlGe)$_{2}$,0.0,eV/atom,
Al$_{2}$Ru,0.08700000000000152,eV/atom,
Ba$_{2}$CaFe$_{2}$CuF$_{14}$,0.9529,eV/atom,
NaLuCl$_{4}$,5.1662,eV/atom,
KNiPS$_{4}$,0.9783,eV/atom,
Cs$_{3}$Cu$_{2}$(BiS$_{2}$)$_{5}$,0.4841999999999995,eV/atom,
